DATE,USD3MTD156N
2012-07-20,0.45210
2012-07-23,0.45110
2012-07-24,0.44810
2012-07-25,0.44810
2012-07-26,0.44710
2012-07-27,0.44660
2012-07-30,0.44460
2012-07-31,0.44260
2012-08-01,0.44160
2012-08-02,0.44185
2012-08-03,0.43935
2012-08-06,0.43885
2012-08-07,0.43785
2012-08-08,0.43675
2012-08-09,0.43750
2012-08-10,0.43700
2012-08-13,0.43450
2012-08-14,0.43650
2012-08-15,0.43450
2012-08-16,0.43350
2012-08-17,0.43450
2012-08-20,0.43350
2012-08-21,0.43350
2012-08-22,0.43075
2012-08-23,0.42685
2012-08-24,0.42485
2012-08-27,.
2012-08-28,0.42275
2012-08-29,0.42175
2012-08-30,0.42075
2012-08-31,0.41825
2012-09-03,0.41435
2012-09-04,0.41185
2012-09-05,0.40985
2012-09-06,0.40835
2012-09-07,0.40775
2012-09-10,0.40425
2012-09-11,0.39875
2012-09-12,0.39425
2012-09-13,0.38875
2012-09-14,0.38525
2012-09-17,0.38075
2012-09-18,0.37875
2012-09-19,0.37575
2012-09-20,0.37300
2012-09-21,0.36925
2012-09-24,0.36725
2012-09-25,0.36350
2012-09-26,0.36225
2012-09-27,0.36025
2012-09-28,0.35850
2012-10-01,0.35525
2012-10-02,0.35400
2012-10-03,0.35250
2012-10-04,0.35225
2012-10-05,0.35125
2012-10-08,0.35025
2012-10-09,0.34675
2012-10-10,0.34275
2012-10-11,0.34025
2012-10-12,0.33425
2012-10-15,0.33025
2012-10-16,0.32475
2012-10-17,0.32075
2012-10-18,0.31875
2012-10-19,0.31725
2012-10-22,0.31575
2012-10-23,0.31525
2012-10-24,0.31425
2012-10-25,0.31325
2012-10-26,0.31325
2012-10-29,0.31275
2012-10-30,0.31275
2012-10-31,0.31275
2012-11-01,0.31275
2012-11-02,0.31275
2012-11-05,0.31175
2012-11-06,0.31175
2012-11-07,0.31000
2012-11-08,0.31000
2012-11-09,0.31000
2012-11-12,0.31000
2012-11-13,0.31000
2012-11-14,0.31000
2012-11-15,0.31100
2012-11-16,0.31150
2012-11-19,0.31150
2012-11-20,0.31050
2012-11-21,0.31150
2012-11-22,0.31150
2012-11-23,0.31150
2012-11-26,0.31150
2012-11-27,0.31150
2012-11-28,0.31050
2012-11-29,0.31050
2012-11-30,0.31050
2012-12-03,0.31050
2012-12-04,0.31050
2012-12-05,0.31050
2012-12-06,0.31050
2012-12-07,0.30950
2012-12-10,0.31050
2012-12-11,0.30950
2012-12-12,0.30950
2012-12-13,0.30800
2012-12-14,0.30800
2012-12-17,0.30900
2012-12-18,0.30900
2012-12-19,0.31000
2012-12-20,0.31000
2012-12-21,0.31000
2012-12-24,0.31000
2012-12-25,.
2012-12-26,.
2012-12-27,0.31100
2012-12-28,0.30800
2012-12-31,0.30600
2013-01-01,.
2013-01-02,0.30500
2013-01-03,0.30500
2013-01-04,0.30500
2013-01-07,0.30500
2013-01-08,0.30500
2013-01-09,0.30500
2013-01-10,0.30500
2013-01-11,0.30400
2013-01-14,0.30400
2013-01-15,0.30300
2013-01-16,0.30300
2013-01-17,0.30200
2013-01-18,0.30200
2013-01-21,0.30200
2013-01-22,0.30200
2013-01-23,0.30100
2013-01-24,0.30050
2013-01-25,0.30050
2013-01-28,0.30150
2013-01-29,0.30050
2013-01-30,0.29850
2013-01-31,0.29800
2013-02-01,0.29550
2013-02-04,0.29550
2013-02-05,0.29550
2013-02-06,0.29300
2013-02-07,0.29200
2013-02-08,0.29200
2013-02-11,0.29310
2013-02-12,0.29210
2013-02-13,0.29010
2013-02-14,0.29010
2013-02-15,0.29010
2013-02-18,0.28910
2013-02-19,0.28910
2013-02-20,0.28910
2013-02-21,0.28810
2013-02-22,0.28810
2013-02-25,0.28660
2013-02-26,0.28660
2013-02-27,0.28710
2013-02-28,0.28710
2013-03-01,0.28410
2013-03-04,0.28310
2013-03-05,0.28110
2013-03-06,0.27960
2013-03-07,0.28060
2013-03-08,0.28010
2013-03-11,0.28010
2013-03-12,0.28110
2013-03-13,0.28010
2013-03-14,0.28010
2013-03-15,0.28010
2013-03-18,0.28010
2013-03-19,0.28210
2013-03-20,0.28410
2013-03-21,0.28410
2013-03-22,0.28460
2013-03-25,0.28310
2013-03-26,0.28360
2013-03-27,0.28360
2013-03-28,0.28260
2013-03-29,.
2013-04-01,.
2013-04-02,0.28210
2013-04-03,0.28110
2013-04-04,0.28040
2013-04-05,0.27940
2013-04-08,0.27940
2013-04-09,0.27810
2013-04-10,0.27710
2013-04-11,0.27710
2013-04-12,0.27760
2013-04-15,0.27760
2013-04-16,0.27710
2013-04-17,0.27610
2013-04-18,0.27610
2013-04-19,0.27610
2013-04-22,0.27510
2013-04-23,0.27560
2013-04-24,0.27560
2013-04-25,0.27560
2013-04-26,0.27560
2013-04-29,0.27410
2013-04-30,0.27310
2013-05-01,0.27310
2013-05-02,0.27310
2013-05-03,0.27510
2013-05-06,.
2013-05-07,0.27510
2013-05-08,0.27510
2013-05-09,0.27510
2013-05-10,0.27510
2013-05-13,0.27510
2013-05-14,0.27410
2013-05-15,0.27410
2013-05-16,0.27410
2013-05-17,0.27360
2013-05-20,0.27310
2013-05-21,0.27410
2013-05-22,0.27375
2013-05-23,0.27275
2013-05-24,0.27275
2013-05-27,.
2013-05-28,0.27275
2013-05-29,0.27575
2013-05-30,0.27465
2013-05-31,0.27525
2013-06-03,0.27325
2013-06-04,0.27395
2013-06-05,0.27445
2013-06-06,0.27425
2013-06-07,0.27515
2013-06-10,0.27415
2013-06-11,0.27225
2013-06-12,0.27325
2013-06-13,0.27325
2013-06-14,0.27275
2013-06-17,0.27325
2013-06-18,0.27225
2013-06-19,0.27175
2013-06-20,0.27255
2013-06-21,0.27275
2013-06-24,0.27675
2013-06-25,0.27610
2013-06-26,0.27560
2013-06-27,0.27400
2013-06-28,0.27310
2013-07-01,0.27310
2013-07-02,0.27290
2013-07-03,0.27390
2013-07-04,0.27090
2013-07-05,0.26990
2013-07-08,0.26860
2013-07-09,0.26910
2013-07-10,0.26910
2013-07-11,0.26810
2013-07-12,0.26760
2013-07-15,0.26760
2013-07-16,0.26620
2013-07-17,0.26620
2013-07-18,0.26620
2013-07-19,0.26470
2013-07-22,0.26470
2013-07-23,0.26590
2013-07-24,0.26430
2013-07-25,0.26380
2013-07-26,0.26500
2013-07-29,0.26600
2013-07-30,0.26500
2013-07-31,0.26560
2013-08-01,0.26560
2013-08-02,0.26660
2013-08-05,0.26540
2013-08-06,0.26640
2013-08-07,0.26640
2013-08-08,0.26470
2013-08-09,0.26470
2013-08-12,0.26470
2013-08-13,0.26420
2013-08-14,0.26320
2013-08-15,0.26320
2013-08-16,0.26410
2013-08-19,0.26310
2013-08-20,0.26210
2013-08-21,0.26210
2013-08-22,0.26210
2013-08-23,0.26210
2013-08-26,.
2013-08-27,0.25940
2013-08-28,0.26050
2013-08-29,0.26120
2013-08-30,0.25950
2013-09-02,0.25950
2013-09-03,0.25950
2013-09-04,0.25900
2013-09-05,0.25810
2013-09-06,0.25640
2013-09-09,0.25590
2013-09-10,0.25590
2013-09-11,0.25440
2013-09-12,0.25440
2013-09-13,0.25390
2013-09-16,0.25185
2013-09-17,0.25195
2013-09-18,0.25245
2013-09-19,0.25020
2013-09-20,0.24960
2013-09-23,0.25060
2013-09-24,0.25020
2013-09-25,0.24760
2013-09-26,0.24810
2013-09-27,0.24835
2013-09-30,0.24885
2013-10-01,0.24585
2013-10-02,0.24435
2013-10-03,0.24285
2013-10-04,0.24285
2013-10-07,0.24335
2013-10-08,0.24360
2013-10-09,0.24560
2013-10-10,0.24310
2013-10-11,0.24360
2013-10-14,0.24580
2013-10-15,0.24355
2013-10-16,0.24605
2013-10-17,0.24205
2013-10-18,0.24055
2013-10-21,0.23860
2013-10-22,0.23835
2013-10-23,0.23835
2013-10-24,0.23810
2013-10-25,0.23685
2013-10-28,0.23585
2013-10-29,0.23745
2013-10-30,0.24190
2013-10-31,0.24200
2013-11-01,0.23775
2013-11-04,0.23810
2013-11-05,0.23770
2013-11-06,0.23865
2013-11-07,0.23890
2013-11-08,0.23940
2013-11-11,0.23925
2013-11-12,0.23925
2013-11-13,0.24060
2013-11-14,0.23845
2013-11-15,0.23810
2013-11-18,0.23735
2013-11-19,0.23910
2013-11-20,0.23810
2013-11-21,0.23760
2013-11-22,0.23660
2013-11-25,0.23585
2013-11-26,0.23660
2013-11-27,0.23760
2013-11-28,0.23910
2013-11-29,0.23910
2013-12-02,0.23885
2013-12-03,0.24130
2013-12-04,0.24185
2013-12-05,0.24160
2013-12-06,0.24085
2013-12-09,0.24260
2013-12-10,0.24185
2013-12-11,0.24385
2013-12-12,0.24285
2013-12-13,0.24385
2013-12-16,0.24285
2013-12-17,0.24435
2013-12-18,0.24510
2013-12-19,0.24585
2013-12-20,0.24835
2013-12-23,0.24585
2013-12-24,0.24685
2013-12-25,.
2013-12-26,.
2013-12-27,0.24660
2013-12-30,0.24660
2013-12-31,0.24610
2014-01-01,.
2014-01-02,0.24285
2014-01-03,0.23985
2014-01-06,0.23935
2014-01-07,0.24210
2014-01-08,0.24040
2014-01-09,0.24165
2014-01-10,0.24165
2014-01-13,0.23890
2014-01-14,0.23675
2014-01-15,0.23785
2014-01-16,0.23635
2014-01-17,0.23660
2014-01-20,0.23710
2014-01-21,0.23660
2014-01-22,0.23710
2014-01-23,0.23860
2014-01-24,0.23535
2014-01-27,0.2361
2014-01-28,0.2361
2014-01-29,0.2356
2014-01-30,0.2376
2014-01-31,0.2366
2014-02-03,0.2356
2014-02-04,0.23645
2014-02-05,0.23635
2014-02-06,0.23685
2014-02-07,0.23385
2014-02-10,0.23385
2014-02-11,0.2366
2014-02-12,0.2361
2014-02-13,0.23585
2014-02-14,0.23585
2014-02-17,0.2351
2014-02-18,0.23455
2014-02-19,0.2336
2014-02-20,0.2356
2014-02-21,0.23485
2014-02-24,0.23435
2014-02-25,0.2336
2014-02-26,0.2333
2014-02-27,0.2361
2014-02-28,0.23565
2014-03-03,0.23565
2014-03-04,0.23535
2014-03-05,0.2344
2014-03-06,0.2351
2014-03-07,0.23565
2014-03-10,0.23435
2014-03-11,0.2333
2014-03-12,0.2341
2014-03-13,0.23335
2014-03-14,0.23485
2014-03-17,0.23445
2014-03-18,0.23485
2014-03-19,0.23385
2014-03-20,0.2336
2014-03-21,0.23285
2014-03-24,0.2351
2014-03-25,0.23435
2014-03-26,0.23335
2014-03-27,0.2336
2014-03-28,0.23335
2014-03-31,0.2306
2014-04-01,0.2281
2014-04-02,0.2301
2014-04-03,0.23035
2014-04-04,0.2296
2014-04-07,0.22935
2014-04-08,0.2273
2014-04-09,0.22755
2014-04-10,0.22705
2014-04-11,0.22645
2014-04-14,0.22865
2014-04-15,0.22635
2014-04-16,0.22785
2014-04-17,0.22585
2014-04-18,.
2014-04-21,.
2014-04-22,0.2286
2014-04-23,0.22875
2014-04-24,0.22785
2014-04-25,0.2266
2014-04-28,0.22485
2014-04-29,0.22535
2014-04-30,0.22335
2014-05-01,0.22285
2014-05-02,0.22285
2014-05-05,.
2014-05-06,0.22485
2014-05-07,0.22395
2014-05-08,0.22335
2014-05-09,0.2241
2014-05-12,0.2251
2014-05-13,0.22385
2014-05-14,0.22535
2014-05-15,0.22585
2014-05-16,0.2286
2014-05-19,0.22695
2014-05-20,0.2281
2014-05-21,0.22735
2014-05-22,0.22715
2014-05-23,0.22935
2014-05-26,.
2014-05-27,0.22985
2014-05-28,0.2276
2014-05-29,0.22735
2014-05-30,0.2274
2014-06-02,0.22715
2014-06-03,0.2274
2014-06-04,0.2295
2014-06-05,0.2306
2014-06-06,0.2296
2014-06-09,0.23055
2014-06-10,0.2303
2014-06-11,0.2298
2014-06-12,0.2306
2014-06-13,0.2321
2014-06-16,0.2306
2014-06-17,0.231
2014-06-18,0.231
2014-06-19,0.2296
2014-06-20,0.2306
2014-06-23,0.2326
2014-06-24,0.2336
2014-06-25,0.23385
2014-06-26,0.2341
2014-06-27,0.2346
2014-06-30,0.2307
2014-07-01,0.2318
2014-07-02,0.2346
2014-07-03,0.2321
2014-07-04,0.2331
2014-07-07,0.2341
2014-07-08,0.2336
2014-07-09,0.2341
2014-07-10,0.2336
2014-07-11,0.2336
2014-07-14,0.2326
2014-07-15,0.2331
2014-07-16,0.2336
2014-07-17,0.2336
2014-07-18,0.2316
2014-07-21,0.2331
2014-07-22,0.2326
2014-07-23,0.2341
2014-07-24,0.2351
2014-07-25,0.2341
2014-07-28,0.2361
2014-07-29,0.2371
2014-07-30,0.2396
2014-07-31,0.2391
2014-08-01,0.2381
2014-08-04,0.2371
2014-08-05,0.2371
2014-08-06,0.2342
2014-08-07,0.2331
2014-08-08,0.2351
2014-08-11,0.2338
2014-08-12,0.2331
2014-08-13,0.2336
2014-08-14,0.2311
2014-08-15,0.2321
2014-08-18,0.2321
2014-08-19,0.2344
2014-08-20,0.2349
2014-08-21,0.2349
2014-08-22,0.2384
2014-08-25,.
2014-08-26,0.2381
2014-08-27,0.2346
2014-08-28,0.2336
2014-08-29,0.2336
2014-09-01,0.2336
2014-09-02,0.2331
2014-09-03,0.2341
2014-09-04,0.2331
2014-09-05,0.2323
2014-09-08,0.2336
2014-09-09,0.2346
2014-09-10,0.2346
2014-09-11,0.2341
2014-09-12,0.2346
2014-09-15,0.2346
2014-09-16,0.2344
2014-09-17,0.2341
2014-09-18,0.2331
2014-09-19,0.2331
2014-09-22,0.2356
2014-09-23,0.2341
2014-09-24,0.2351
2014-09-25,0.2336
2014-09-26,0.2331
2014-09-29,0.2351
2014-09-30,0.2351
2014-10-01,0.2326
2014-10-02,0.2312
2014-10-03,0.2316
2014-10-06,0.2326
2014-10-07,0.2311
2014-10-08,0.2291
2014-10-09,0.2291
2014-10-10,0.23
2014-10-13,0.2306
2014-10-14,0.2291
2014-10-15,0.2281
2014-10-16,0.23075
2014-10-17,0.23135
2014-10-20,0.2321
2014-10-21,0.2306
2014-10-22,0.2328
2014-10-23,0.2336
2014-10-24,0.2331
2014-10-27,0.2326
2014-10-28,0.2326
2014-10-29,0.2326
2014-10-30,0.23235
2014-10-31,0.2321
2014-11-03,0.23235
2014-11-04,0.23185
2014-11-05,0.23185
2014-11-06,0.2316
2014-11-07,0.2326
2014-11-10,0.2331
2014-11-11,0.2332
2014-11-12,0.2332
2014-11-13,0.2321
2014-11-14,0.2321
2014-11-17,0.23185
2014-11-18,0.23185
2014-11-19,0.2311
2014-11-20,0.2329
2014-11-21,0.23285
2014-11-24,0.23435
2014-11-25,0.2356
2014-11-26,0.2356
2014-11-27,0.2336
2014-11-28,0.2336
2014-12-01,0.2346
2014-12-02,0.2346
2014-12-03,0.23485
2014-12-04,0.23535
2014-12-05,0.2356
2014-12-08,0.2376
2014-12-09,0.23885
2014-12-10,0.2399
2014-12-11,0.2406
2014-12-12,0.24285
2014-12-15,0.2426
2014-12-16,0.2426
2014-12-17,0.24535
2014-12-18,0.2471
2014-12-19,0.2521
2014-12-22,0.2551
2014-12-23,0.2546
2014-12-24,0.2566
2014-12-25,.
2014-12-26,.
2014-12-29,0.2551
2014-12-30,0.2552
2014-12-31,0.2556
2015-01-01,.
2015-01-02,0.2556
2015-01-05,0.2536
2015-01-06,0.2511
2015-01-07,0.2521
2015-01-08,0.2521
2015-01-09,0.2541
2015-01-12,0.2528
2015-01-13,0.2533
2015-01-14,0.2536
2015-01-15,0.2526
2015-01-16,0.2566
2015-01-19,0.2562
2015-01-20,0.2567
2015-01-21,0.2571
2015-01-22,0.2561
2015-01-23,0.2561
2015-01-26,0.2561
2015-01-27,0.2526
2015-01-28,0.2546
2015-01-29,0.2546
2015-01-30,0.2531
2015-02-02,0.2521
2015-02-03,0.2551
2015-02-04,0.2551
2015-02-05,0.2561
2015-02-06,0.2556
2015-02-09,0.25835
2015-02-10,0.2581
2015-02-11,0.2581
2015-02-12,0.2581
2015-02-13,0.2571
2015-02-16,0.2562
2015-02-17,0.2567
2015-02-18,0.2606
2015-02-19,0.2615
2015-02-20,0.2626
2015-02-23,0.2616
2015-02-24,0.2611
2015-02-25,0.2609
2015-02-26,0.2616
2015-02-27,0.26185
2015-03-02,0.26095
2015-03-03,0.26515
2015-03-04,0.2636
2015-03-05,0.2636
2015-03-06,0.2646
2015-03-09,0.2666
2015-03-10,0.2677
2015-03-11,0.2699
2015-03-12,0.2706
2015-03-13,0.27065
2015-03-16,0.27015
2015-03-17,0.26935
2015-03-18,0.2703
2015-03-19,0.26455
2015-03-20,0.2668
2015-03-23,0.2668
2015-03-24,0.26935
2015-03-25,0.26855
2015-03-26,0.27305
2015-03-27,0.2754
2015-03-30,0.27415
2015-03-31,0.27075
2015-04-01,0.27075
2015-04-02,0.27375
2015-04-03,.
2015-04-06,.
2015-04-07,0.27375
2015-04-08,0.2712
2015-04-09,0.2759
2015-04-10,0.277
2015-04-13,0.2753
2015-04-14,0.27555
2015-04-15,0.27435
2015-04-16,0.2751
2015-04-17,0.27575
2015-04-20,0.276
2015-04-21,0.27725
2015-04-22,0.2775
2015-04-23,0.277
2015-04-24,0.279
2015-04-27,0.279
2015-04-28,0.27815
2015-04-29,0.27815
2015-04-30,0.27875
2015-05-01,0.27975
2015-05-04,.
2015-05-05,0.2759
2015-05-06,0.276
2015-05-07,0.27885
2015-05-08,0.27985
2015-05-11,0.2766
2015-05-12,0.275
2015-05-13,0.2739
2015-05-14,0.276
2015-05-15,0.2765
2015-05-18,0.276
2015-05-19,0.281
2015-05-20,0.2835
2015-05-21,0.282
2015-05-22,0.2845
2015-05-25,.
2015-05-26,0.28585
2015-05-27,0.2835
2015-05-28,0.28275
2015-05-29,0.28375
2015-06-01,0.2825
2015-06-02,0.2787
2015-06-03,0.2792
2015-06-04,0.2789
2015-06-05,0.2812
2015-06-08,0.2822
2015-06-09,0.2855
2015-06-10,0.28785
2015-06-11,0.28585
2015-06-12,0.28605
2015-06-15,0.28325
2015-06-16,0.28625
2015-06-17,0.2857
2015-06-18,0.2808
2015-06-19,0.2813
2015-06-22,0.28225
2015-06-23,0.28075
2015-06-24,0.28075
2015-06-25,0.282
2015-06-26,0.28175
2015-06-29,0.2837
2015-06-30,0.2832
2015-07-01,0.2836
2015-07-02,0.2835
2015-07-03,0.2843
2015-07-06,0.28425
2015-07-07,0.28325
2015-07-08,0.28345
2015-07-09,0.286
2015-07-10,0.2858
2015-07-13,0.2888
2015-07-14,0.2885
2015-07-15,0.2885
2015-07-16,0.287
2015-07-17,0.29175
2015-07-20,0.295
2015-07-21,0.2941
2015-07-22,0.2925
2015-07-23,0.2951
2015-07-24,0.2936
2015-07-27,0.2941
2015-07-28,0.2968
2015-07-29,0.2968
2015-07-30,0.3001
2015-07-31,0.3086
2015-08-03,0.3037
2015-08-04,0.3011
2015-08-05,0.3109
2015-08-06,0.3114
2015-08-07,0.3116
2015-08-10,0.3142
2015-08-11,0.31435
2015-08-12,0.3093
2015-08-13,0.3205
2015-08-14,0.32445
2015-08-17,0.33285
2015-08-18,0.33285
2015-08-19,0.33335
2015-08-20,0.3291
2015-08-21,0.3291
2015-08-24,0.3316
2015-08-25,0.327
2015-08-26,0.3252
2015-08-27,0.3244
2015-08-28,0.329
2015-08-31,.
2015-09-01,0.334
2015-09-02,0.3325
2015-09-03,0.3335
2015-09-04,0.332
2015-09-07,0.333
2015-09-08,0.332
2015-09-09,0.333
2015-09-10,0.336
2015-09-11,0.3372
2015-09-14,0.3355
2015-09-15,0.33425
2015-09-16,0.3396
2015-09-17,0.3451
2015-09-18,0.3192
2015-09-21,0.326
2015-09-22,0.3265
2015-09-23,0.3255
2015-09-24,0.3264
2015-09-25,0.3261
2015-09-28,0.3266
2015-09-29,0.3255
2015-09-30,0.325
2015-10-01,0.324
2015-10-02,0.3271
2015-10-05,0.3232
2015-10-06,0.318
2015-10-07,0.3186
2015-10-08,0.3196
2015-10-09,0.3206
2015-10-12,0.32075
2015-10-13,0.3205
2015-10-14,0.31705
2015-10-15,0.31515
2015-10-16,0.31715
2015-10-19,0.31665
2015-10-20,0.3204
2015-10-21,0.3164
2015-10-22,0.3199
2015-10-23,0.3229
2015-10-26,0.32315
2015-10-27,0.3239
2015-10-28,0.3219
2015-10-29,0.3289
2015-10-30,0.3341
2015-11-02,0.3341
2015-11-03,0.3336
2015-11-04,0.33660
2015-11-05,0.3439
2015-11-06,0.3414
2015-11-09,0.3556
2015-11-10,0.3561
2015-11-11,0.3591
2015-11-12,0.3616
2015-11-13,0.3636
2015-11-16,0.3641
2015-11-17,0.3671
2015-11-18,0.3696
2015-11-19,0.3776
2015-11-20,0.3821
2015-11-23,0.3932
2015-11-24,0.4023
2015-11-25,0.4067
2015-11-26,0.4117
2015-11-27,0.4142
2015-11-30,0.4162
2015-12-01,0.4222
2015-12-02,0.436
2015-12-03,0.452
2015-12-04,0.462
2015-12-07,0.477
2015-12-08,0.4865
2015-12-09,0.492
2015-12-10,0.502
2015-12-11,0.512
2015-12-14,0.51775
2015-12-15,0.52575
2015-12-16,0.5325
2015-12-17,0.5695
2015-12-18,0.5855
2015-12-21,0.5931
2015-12-22,0.59435
2015-12-23,0.6031
2015-12-24,0.6031
2015-12-25,.
2015-12-28,.
2015-12-29,0.6067
2015-12-30,0.6122
2015-12-31,0.6127
2016-01-01,.
2016-01-04,0.6117
2016-01-05,0.6171
2016-01-06,0.6201
2016-01-07,0.61685
2016-01-08,0.6211
2016-01-11,0.6221
2016-01-12,0.6236
2016-01-13,0.622
2016-01-14,0.6211
2016-01-15,0.6196
2016-01-18,0.6238
2016-01-19,0.6243
2016-01-20,0.6213
2016-01-21,0.6186
2016-01-22,0.6191
2016-01-25,0.6213
2016-01-26,0.6211
2016-01-27,0.6181
2016-01-28,0.6156
2016-01-29,0.6126
2016-02-01,0.6186
2016-02-02,0.6192
2016-02-03,0.6206
2016-02-04,0.6202
2016-02-05,0.6197
2016-02-08,0.621
2016-02-09,0.6205
2016-02-10,0.6176
2016-02-11,0.6172
2016-02-12,0.6182
2016-02-15,0.6182
2016-02-16,0.6182
2016-02-17,0.6194
2016-02-18,0.6182
2016-02-19,0.6182
2016-02-22,0.6246
2016-02-23,0.6291
2016-02-24,0.6346
2016-02-25,0.6356
2016-02-26,0.6351
2016-02-29,0.6331
2016-03-01,0.6316
2016-03-02,0.63485
2016-03-03,0.6356
2016-03-04,0.6335
2016-03-07,0.6361
2016-03-08,0.63515
2016-03-09,0.6346
2016-03-10,0.63235
2016-03-11,0.63385
2016-03-14,0.63955
2016-03-15,0.64195
2016-03-16,0.639
2016-03-17,0.6234
2016-03-18,0.6243
2016-03-21,0.6246
2016-03-22,0.62835
2016-03-23,0.6301
2016-03-24,0.6286
2016-03-25,.
2016-03-28,.
2016-03-29,0.63085
2016-03-30,0.6251
2016-03-31,0.6286
2016-04-01,0.6291
2016-04-04,0.6301
2016-04-05,0.6266
2016-04-06,0.6306
2016-04-07,0.6288
2016-04-08,0.6308
2016-04-11,0.62985
2016-04-12,0.6296
2016-04-13,0.62835
2016-04-14,0.63285
2016-04-15,0.6331
2016-04-18,0.63435
2016-04-19,0.63485
2016-04-20,0.6351
2016-04-21,0.6381
2016-04-22,0.63585
2016-04-25,0.63385
2016-04-26,0.63435
2016-04-27,0.63835
2016-04-28,0.6366
2016-04-29,0.6366
2016-05-02,.
