DATE,DSWP30
2013-01-30,3.03
2013-01-31,3.02
2013-02-01,3.00
2013-02-04,3.00
2013-02-05,3.05
2013-02-06,3.04
2013-02-07,2.98
2013-02-08,3.02
2013-02-11,2.99
2013-02-12,3.00
2013-02-13,3.04
2013-02-14,3.06
2013-02-15,3.06
2013-02-18,.
2013-02-19,3.02
2013-02-20,3.07
2013-02-21,3.02
2013-02-22,3.00
2013-02-25,3.02
2013-02-26,2.91
2013-02-27,2.92
2013-02-28,2.94
2013-03-01,2.94
2013-03-04,2.92
2013-03-05,2.96
2013-03-06,2.98
2013-03-07,3.04
2013-03-08,3.10
2013-03-11,3.10
2013-03-12,3.08
2013-03-13,3.09
2013-03-14,3.10
2013-03-15,3.08
2013-03-18,3.03
2013-03-19,3.01
2013-03-20,3.03
2013-03-21,3.04
2013-03-22,3.02
2013-03-25,3.01
2013-03-26,3.04
2013-03-27,2.98
2013-03-28,2.98
2013-03-29,.
2013-04-01,2.97
2013-04-02,2.99
2013-04-03,2.96
2013-04-04,2.91
2013-04-05,2.78
2013-04-08,2.82
2013-04-09,2.86
2013-04-10,2.92
2013-04-11,2.92
2013-04-12,2.88
2013-04-15,2.84
2013-04-16,2.82
2013-04-17,2.80
2013-04-18,2.79
2013-04-19,2.79
2013-04-22,2.79
2013-04-23,2.81
2013-04-24,2.83
2013-04-25,2.85
2013-04-26,2.81
2013-04-29,2.78
2013-04-30,2.80
2013-05-01,2.78
2013-05-02,2.78
2013-05-03,2.87
2013-05-06,2.89
2013-05-07,2.93
2013-05-08,2.92
2013-05-09,2.92
2013-05-10,3.03
2013-05-13,3.05
2013-05-14,3.05
2013-05-15,3.08
2013-05-16,3.00
2013-05-17,3.05
2013-05-20,3.08
2013-05-21,3.08
2013-05-22,3.10
2013-05-23,3.13
2013-05-24,3.09
2013-05-27,.
2013-05-28,3.21
2013-05-29,3.21
2013-05-30,3.19
2013-05-31,3.24
2013-06-03,3.20
2013-06-04,3.24
2013-06-05,3.21
2013-06-06,3.17
2013-06-07,3.22
2013-06-10,3.29
2013-06-11,3.26
2013-06-12,3.24
2013-06-13,3.23
2013-06-14,3.18
2013-06-17,3.21
2013-06-18,3.25
2013-06-19,3.23
2013-06-20,3.38
2013-06-21,3.41
2013-06-24,3.54
2013-06-25,3.50
2013-06-26,3.49
2013-06-27,3.48
2013-06-28,3.47
2013-07-01,3.44
2013-07-02,3.42
2013-07-03,3.46
2013-07-04,.
2013-07-05,3.64
2013-07-08,3.67
2013-07-09,3.63
2013-07-10,3.65
2013-07-11,3.62
2013-07-12,3.60
2013-07-15,3.59
2013-07-16,3.56
2013-07-17,3.55
2013-07-18,3.60
2013-07-19,3.56
2013-07-22,3.52
2013-07-23,3.55
2013-07-24,3.62
2013-07-25,3.65
2013-07-26,3.62
2013-07-29,3.62
2013-07-30,3.63
2013-07-31,3.72
2013-08-01,3.69
2013-08-02,3.66
2013-08-05,3.69
2013-08-06,3.71
2013-08-07,3.68
2013-08-08,3.62
2013-08-09,3.64
2013-08-12,3.60
2013-08-13,3.74
2013-08-14,3.71
2013-08-15,3.79
2013-08-16,3.78
2013-08-19,3.83
2013-08-20,3.83
2013-08-21,3.87
2013-08-22,3.88
2013-08-23,3.80
2013-08-26,3.77
2013-08-27,3.74
2013-08-28,3.74
2013-08-29,3.75
2013-08-30,3.71
2013-09-02,.
2013-09-03,3.84
2013-09-04,3.78
2013-09-05,3.89
2013-09-06,3.86
2013-09-09,3.84
2013-09-10,3.90
2013-09-11,3.87
2013-09-12,3.82
2013-09-13,3.83
2013-09-16,3.79
2013-09-17,3.84
2013-09-18,3.85
2013-09-19,3.76
2013-09-20,3.76
2013-09-23,3.72
2013-09-24,3.67
2013-09-25,3.66
2013-09-26,3.66
2013-09-27,3.67
2013-09-30,3.67
2013-10-01,3.68
2013-10-02,3.65
2013-10-03,3.66
2013-10-04,3.70
2013-10-07,3.65
2013-10-08,3.66
2013-10-09,3.69
2013-10-10,3.75
2013-10-11,3.67
2013-10-14,.
2013-10-15,3.73
2013-10-16,3.77
2013-10-17,3.66
2013-10-18,3.63
2013-10-21,3.66
2013-10-22,3.59
2013-10-23,3.55
2013-10-24,3.56
2013-10-25,3.56
2013-10-28,3.56
2013-10-29,3.58
2013-10-30,3.58
2013-10-31,3.61
2013-11-01,3.64
2013-11-04,3.64
2013-11-05,3.71
2013-11-06,3.73
2013-11-07,3.70
2013-11-08,3.79
2013-11-11,.
2013-11-12,3.80
2013-11-13,3.77
2013-11-14,3.73
2013-11-15,3.73
2013-11-18,3.67
2013-11-19,3.67
2013-11-20,3.66
2013-11-21,3.78
2013-11-22,3.75
2013-11-25,3.74
2013-11-26,3.71
2013-11-27,3.74
2013-11-28,.
2013-11-29,3.76
2013-12-02,3.78
2013-12-03,3.78
2013-12-04,3.81
2013-12-05,3.82
2013-12-06,3.80
2013-12-09,3.78
2013-12-10,3.76
2013-12-11,3.77
2013-12-12,3.80
2013-12-13,3.79
2013-12-16,3.77
2013-12-17,3.81
2013-12-18,3.83
2013-12-19,3.83
2013-12-20,3.81
2013-12-23,3.79
2013-12-24,3.85
2013-12-25,.
2013-12-26,3.89
2013-12-27,3.88
2013-12-30,3.85
2013-12-31,3.91
2014-01-01,.
2014-01-02,3.90
2014-01-03,3.91
2014-01-06,3.87
2014-01-07,3.86
2014-01-08,3.89
2014-01-09,3.88
2014-01-10,3.80
2014-01-13,3.77
2014-01-14,3.77
2014-01-15,3.83
2014-01-16,3.76
2014-01-17,3.76
2014-01-20,.
2014-01-21,3.72
2014-01-22,3.72
2014-01-23,3.71
2014-01-24,3.65
2014-01-27,3.63
2014-01-28,3.68
2014-01-29,3.65
2014-01-30,3.65
2014-01-31,3.60
2014-02-03,3.57
2014-02-04,3.58
2014-02-05,3.63
2014-02-06,3.67
2014-02-07,3.65
2014-02-10,3.65
2014-02-11,3.67
2014-02-12,3.71
2014-02-13,3.69
2014-02-14,3.69
2014-02-17,.
2014-02-18,3.67
2014-02-19,3.66
2014-02-20,3.71
2014-02-21,3.68
2014-02-24,3.67
2014-02-25,3.63
2014-02-26,3.61
2014-02-27,3.58
2014-02-28,3.60
2014-03-03,3.56
2014-03-04,3.59
2014-03-05,3.60
2014-03-06,3.65
2014-03-07,3.70
2014-03-10,3.68
2014-03-11,3.69
2014-03-12,3.64
2014-03-13,3.62
2014-03-14,3.54
2014-03-17,3.57
2014-03-18,3.60
2014-03-19,3.61
2014-03-20,3.63
2014-03-21,3.61
2014-03-24,3.57
2014-03-25,3.57
2014-03-26,3.55
2014-03-27,3.51
2014-03-28,3.52
2014-03-31,3.55
2014-04-01,3.59
2014-04-02,3.63
2014-04-03,3.61
2014-04-04,3.57
2014-04-07,3.55
2014-04-08,3.55
2014-04-09,3.54
2014-04-10,3.51
2014-04-11,3.48
2014-04-14,3.48
2014-04-15,3.45
2014-04-16,3.48
2014-04-17,3.47
2014-04-18,.
2014-04-21,3.48
2014-04-22,3.52
2014-04-23,3.47
2014-04-24,3.47
2014-04-25,3.42
2014-04-28,3.48
2014-04-29,3.49
2014-04-30,3.46
2014-05-01,3.42
2014-05-02,3.39
2014-05-05,3.40
2014-05-06,3.38
2014-05-07,3.39
2014-05-08,3.36
2014-05-09,3.41
2014-05-12,3.45
2014-05-13,3.42
2014-05-14,3.35
2014-05-15,3.29
2014-05-16,3.30
2014-05-19,3.31
2014-05-20,3.36
2014-05-21,3.38
2014-05-22,3.37
2014-05-23,3.35
2014-05-26,.
2014-05-27,3.35
2014-05-28,3.26
2014-05-29,3.24
2014-05-30,3.30
2014-06-02,3.34
2014-06-03,3.39
2014-06-04,3.44
2014-06-05,3.43
2014-06-06,3.40
2014-06-09,3.44
2014-06-10,3.45
2014-06-11,3.42
2014-06-12,3.42
2014-06-13,3.38
2014-06-16,3.38
2014-06-17,3.40
2014-06-18,3.40
2014-06-19,3.37
2014-06-20,3.42
2014-06-23,3.38
2014-06-24,3.38
2014-06-25,3.34
2014-06-26,3.32
2014-06-27,3.32
2014-06-30,3.32
2014-07-01,3.36
2014-07-02,3.41
2014-07-03,3.45
2014-07-04,.
2014-07-07,3.40
2014-07-08,3.36
2014-07-09,3.35
2014-07-10,3.32
2014-07-11,3.31
2014-07-14,3.32
2014-07-15,3.35
2014-07-16,3.32
2014-07-17,3.28
2014-07-18,3.26
2014-07-21,3.22
2014-07-22,3.25
2014-07-23,3.22
2014-07-24,3.28
2014-07-25,3.23
2014-07-28,3.20
2014-07-29,3.21
2014-07-30,3.24
2014-07-31,3.30
2014-08-01,3.28
2014-08-04,3.25
2014-08-05,3.30
2014-08-06,3.24
2014-08-07,3.23
2014-08-08,3.17
2014-08-11,3.22
2014-08-12,3.22
2014-08-13,3.22
2014-08-14,3.19
2014-08-15,3.10
2014-08-18,3.15
2014-08-19,3.19
2014-08-20,3.22
2014-08-21,3.19
2014-08-22,3.17
2014-08-25,3.14
2014-08-26,3.12
2014-08-27,3.12
2014-08-28,3.05
2014-08-29,3.06
2014-09-01,.
2014-09-02,3.14
2014-09-03,3.15
2014-09-04,3.17
2014-09-05,3.17
2014-09-08,3.16
2014-09-09,3.20
2014-09-10,3.25
2014-09-11,3.24
2014-09-12,3.33
2014-09-15,3.32
2014-09-16,3.33
2014-09-17,3.34
2014-09-18,3.36
2014-09-19,3.34
2014-09-22,3.27
2014-09-23,3.25
2014-09-24,3.24
2014-09-25,3.23
2014-09-26,3.21
2014-09-29,3.16
2014-09-30,3.18
2014-10-01,3.15
2014-10-02,3.13
2014-10-03,3.16
2014-10-06,3.14
2014-10-07,3.10
2014-10-08,3.05
2014-10-09,3.05
2014-10-10,3.03
2014-10-13,.
2014-10-14,2.96
2014-10-15,2.84
2014-10-16,2.92
2014-10-17,2.99
2014-10-20,2.96
2014-10-21,2.96
2014-10-22,2.97
2014-10-23,3.02
2014-10-24,3.01
2014-10-27,3.01
2014-10-28,3.03
2014-10-29,3.05
2014-10-30,3.00
2014-10-31,3.07
2014-11-03,3.08
2014-11-04,3.02
2014-11-05,3.05
2014-11-06,3.06
2014-11-07,3.03
2014-11-10,3.03
2014-11-11,.
2014-11-12,3.02
2014-11-13,3.05
2014-11-14,3.04
2014-11-17,3.03
2014-11-18,3.01
2014-11-19,3.03
2014-11-20,3.03
2014-11-21,3.00
2014-11-24,3.00
2014-11-25,2.98
2014-11-26,2.92
2014-11-27,.
2014-11-28,2.90
2014-12-01,2.89
2014-12-02,2.97
2014-12-03,2.98
2014-12-04,2.93
2014-12-05,2.94
2014-12-08,2.91
2014-12-09,2.84
2014-12-10,2.83
2014-12-11,2.83
2014-12-12,2.73
2014-12-15,2.73
2014-12-16,2.68
2014-12-17,2.67
2014-12-18,2.78
2014-12-19,2.76
2014-12-22,2.73
2014-12-23,2.73
2014-12-24,2.83
2014-12-25,.
2014-12-26,2.78
2014-12-29,2.72
2014-12-30,2.70
2014-12-31,2.71
2015-01-01,.
2015-01-02,2.65
2015-01-05,2.57
2015-01-06,2.49
2015-01-07,2.49
2015-01-08,2.54
2015-01-09,2.52
2015-01-12,2.48
2015-01-13,2.45
2015-01-14,2.36
2015-01-15,2.36
2015-01-16,2.36
2015-01-19,.
2015-01-20,2.30
2015-01-21,2.32
2015-01-22,2.39
2015-01-23,2.31
2015-01-26,2.34
2015-01-27,2.27
2015-01-28,2.29
2015-01-29,2.25
2015-01-30,2.17
2015-02-02,2.19
2015-02-03,2.24
2015-02-04,2.34
2015-02-05,2.33
2015-02-06,2.43
2015-02-09,2.39
2015-02-10,2.47
2015-02-11,2.51
2015-02-12,2.46
2015-02-13,2.52
2015-02-16,.
2015-02-17,2.58
2015-02-18,2.60
2015-02-19,2.59
2015-02-20,2.59
2015-02-23,2.59
2015-02-24,2.56
2015-02-25,2.48
2015-02-26,2.48
2015-02-27,2.51
2015-03-02,2.54
2015-03-03,2.59
2015-03-04,2.60
2015-03-05,2.62
2015-03-06,2.72
2015-03-09,2.68
2015-03-10,2.61
2015-03-11,2.58
2015-03-12,2.53
2015-03-13,2.56
2015-03-16,2.53
2015-03-17,2.49
2015-03-18,2.44
2015-03-19,2.33
2015-03-20,2.35
2015-03-23,2.35
2015-03-24,2.33
2015-03-25,2.31
2015-03-26,2.41
2015-03-27,2.40
2015-03-30,2.39
2015-03-31,2.38
2015-04-01,2.33
2015-04-02,2.37
2015-04-03,.
2015-04-06,.
2015-04-07,2.42
2015-04-08,2.38
2015-04-09,2.39
2015-04-10,2.41
2015-04-13,2.43
2015-04-14,2.33
2015-04-15,2.36
2015-04-16,2.41
2015-04-17,2.39
2015-04-20,2.35
2015-04-21,2.35
2015-04-22,2.40
2015-04-23,2.39
2015-04-24,2.37
2015-04-27,2.41
2015-04-28,2.43
2015-04-29,2.55
2015-04-30,2.58
2015-05-01,2.59
2015-05-04,2.61
2015-05-05,2.69
2015-05-06,2.73
2015-05-07,2.70
2015-05-08,2.63
2015-05-11,2.74
2015-05-12,2.78
2015-05-13,2.77
2015-05-14,2.77
2015-05-15,2.70
2015-05-18,2.75
2015-05-19,2.76
2015-05-20,2.76
2015-05-21,2.73
2015-05-22,2.70
2015-05-25,.
2015-05-26,2.67
2015-05-27,2.66
2015-05-28,2.65
2015-05-29,2.62
2015-06-01,2.67
2015-06-02,2.75
2015-06-03,2.83
2015-06-04,2.82
2015-06-05,2.88
2015-06-08,2.88
2015-06-09,2.95
2015-06-10,2.98
2015-06-11,2.93
2015-06-12,2.84
2015-06-15,2.86
2015-06-16,2.87
2015-06-17,2.88
2015-06-18,2.88
2015-06-19,2.82
2015-06-22,2.88
2015-06-23,2.93
2015-06-24,2.97
2015-06-25,2.97
2015-06-26,3.01
2015-06-29,2.95
2015-06-30,2.94
2015-07-01,2.99
2015-07-02,2.98
2015-07-03,.
2015-07-06,2.96
2015-07-07,2.82
2015-07-08,2.84
2015-07-09,2.87
2015-07-10,2.96
2015-07-13,2.99
2015-07-14,2.99
2015-07-15,2.96
2015-07-16,2.91
2015-07-17,2.88
2015-07-20,2.89
2015-07-21,2.90
2015-07-22,2.83
2015-07-23,2.85
2015-07-24,2.78
2015-07-27,2.75
2015-07-28,2.78
2015-07-29,2.80
2015-07-30,2.77
2015-07-31,2.71
2015-08-03,2.69
2015-08-04,2.68
2015-08-05,2.76
2015-08-06,2.72
2015-08-07,2.68
2015-08-10,2.69
2015-08-11,2.63
2015-08-12,2.57
2015-08-13,2.64
2015-08-14,2.67
2015-08-17,2.63
2015-08-18,2.65
2015-08-19,2.66
2015-08-20,2.58
2015-08-21,2.57
2015-08-24,2.51
2015-08-25,2.60
2015-08-26,2.65
2015-08-27,2.69
2015-08-28,2.67
2015-08-31,2.67
2015-09-01,2.69
2015-09-02,2.70
2015-09-03,2.73
2015-09-04,2.65
2015-09-07,.
2015-09-08,2.70
2015-09-09,2.72
2015-09-10,2.69
2015-09-11,2.66
2015-09-14,2.68
2015-09-15,2.76
2015-09-16,2.79
2015-09-17,2.79
2015-09-18,2.70
2015-09-21,2.72
2015-09-22,2.66
2015-09-23,2.69
2015-09-24,2.59
2015-09-25,2.67
2015-09-28,2.59
2015-09-29,2.55
2015-09-30,2.53
2015-10-01,2.51
2015-10-02,2.46
2015-10-05,2.54
2015-10-06,2.57
2015-10-07,2.57
2015-10-08,2.57
2015-10-09,2.60
2015-10-12,.
2015-10-13,2.57
2015-10-14,2.51
2015-10-15,2.50
2015-10-16,2.49
2015-10-19,2.55
2015-10-20,2.57
2015-10-21,2.52
2015-10-22,2.53
2015-10-23,2.55
2015-10-26,2.51
2015-10-27,2.47
2015-10-28,2.51
2015-10-29,2.56
2015-10-30,2.56
2015-11-02,2.57
2015-11-03,2.58
2015-11-04,2.58
2015-11-05,2.55
2015-11-06,2.69
2015-11-09,2.74
2015-11-10,2.68
2015-11-11,.
2015-11-12,2.67
2015-11-13,2.62
2015-11-16,2.62
2015-11-17,2.65
2015-11-18,2.61
2015-11-19,2.52
2015-11-20,2.53
2015-11-23,2.52
2015-11-24,2.55
2015-11-25,2.55
2015-11-26,.
2015-11-27,2.54
2015-11-30,2.53
2015-12-01,2.50
2015-12-02,2.51
2015-12-03,2.61
2015-12-04,2.66
2015-12-07,2.59
2015-12-08,2.57
2015-12-09,2.63
2015-12-10,2.62
2015-12-11,2.56
2015-12-14,2.58
2015-12-15,2.64
2015-12-16,2.66
2015-12-17,2.62
2015-12-18,2.59
2015-12-21,2.59
2015-12-22,2.62
2015-12-23,2.66
2015-12-24,2.61
2015-12-25,.
2015-12-28,2.58
2015-12-29,2.64
2015-12-30,2.66
2015-12-31,2.61
2016-01-01,.
2016-01-04,2.56
2016-01-05,2.62
2016-01-06,2.54
2016-01-07,2.55
2016-01-08,2.50
2016-01-11,2.47
2016-01-12,2.45
2016-01-13,2.43
2016-01-14,2.39
2016-01-15,2.33
2016-01-18,.
2016-01-19,2.35
2016-01-20,2.26
2016-01-21,2.30
2016-01-22,2.37
2016-01-25,2.34
2016-01-26,2.33
2016-01-27,2.36
2016-01-28,2.34
2016-01-29,2.26
2016-02-01,2.30
2016-02-02,2.22
2016-02-03,2.19
2016-02-04,2.27
2016-02-05,2.28
2016-02-08,2.15
2016-02-09,2.11
2016-02-10,2.09
2016-02-11,.
2016-02-12,2.04
2016-02-15,.
2016-02-16,2.12
2016-02-17,2.20
2016-02-18,2.16
2016-02-19,2.08
2016-02-22,2.11
2016-02-23,2.11
2016-02-24,2.03
2016-02-25,2.04
2016-02-26,2.10
2016-02-29,2.06
2016-03-01,2.14
2016-03-02,2.17
2016-03-03,2.16
2016-03-04,2.20
2016-03-07,2.20
2016-03-08,2.09
2016-03-09,2.15
2016-03-10,2.20
2016-03-11,2.23
2016-03-14,2.23
2016-03-15,2.22
2016-03-16,2.24
2016-03-17,2.18
2016-03-18,2.16
2016-03-21,2.20
2016-03-22,2.19
2016-03-23,2.20
2016-03-24,2.16
2016-03-25,.
2016-03-28,2.17
2016-03-29,2.17
2016-03-30,2.19
2016-03-31,2.15
2016-04-01,2.16
2016-04-04,2.14
2016-04-05,2.08
2016-04-06,2.11
2016-04-07,2.07
2016-04-08,2.10
2016-04-11,2.11
2016-04-12,2.13
2016-04-13,2.14
2016-04-14,2.13
2016-04-15,2.09
2016-04-18,2.12
2016-04-19,2.16
2016-04-20,2.12
2016-04-21,2.24
2016-04-22,2.24
2016-04-25,2.25
2016-04-26,2.28
2016-04-27,2.25
2016-04-28,2.24
2016-04-29,2.23
2016-05-02,2.24
2016-05-03,2.19
2016-05-04,2.18
2016-05-05,2.15
2016-05-06,2.13
2016-05-09,2.12
2016-05-10,2.12
2016-05-11,2.11
2016-05-12,2.12
2016-05-13,2.10
2016-05-16,2.11
2016-05-17,2.10
2016-05-18,2.16
2016-05-19,2.15
2016-05-20,2.16
2016-05-23,2.16
2016-05-24,2.18
2016-05-25,2.16
2016-05-26,2.16
2016-05-27,2.16
2016-05-30,.
2016-05-31,2.17
2016-06-01,2.13
2016-06-02,2.11
2016-06-03,2.06
2016-06-06,2.07
2016-06-07,2.05
2016-06-08,2.04
2016-06-09,1.99
2016-06-10,1.97
2016-06-13,1.97
2016-06-14,1.92
2016-06-15,1.93
2016-06-16,1.88
2016-06-17,1.94
2016-06-20,2.00
2016-06-21,2.01
2016-06-22,2.04
2016-06-23,2.06
2016-06-24,1.93
2016-06-27,1.82
2016-06-28,1.80
2016-06-29,1.79
2016-06-30,1.82
2016-07-01,1.83
2016-07-04,.
2016-07-05,1.73
2016-07-06,1.74
2016-07-07,1.74
2016-07-08,1.70
2016-07-11,1.72
2016-07-12,1.79
2016-07-13,1.74
2016-07-14,1.79
2016-07-15,1.85
2016-07-18,1.84
2016-07-19,1.83
2016-07-20,1.85
2016-07-21,1.90
2016-07-22,1.86
2016-07-25,1.84
2016-07-26,1.85
2016-07-27,1.82
2016-07-28,1.79
2016-07-29,1.77
2016-08-01,1.78
2016-08-02,1.83
2016-08-03,1.84
2016-08-04,1.77
2016-08-05,1.83
2016-08-08,1.83
2016-08-09,1.79
2016-08-10,1.78
2016-08-11,1.77
2016-08-12,1.71
2016-08-15,1.76
2016-08-16,1.78
2016-08-17,1.76
2016-08-18,1.75
2016-08-19,1.77
2016-08-22,1.72
2016-08-23,1.67
2016-08-24,1.69
2016-08-25,1.69
2016-08-26,1.68
2016-08-29,1.69
2016-08-30,1.68
2016-08-31,1.70
2016-09-01,1.71
2016-09-02,1.75
2016-09-05,.
2016-09-06,1.71
2016-09-07,1.70
2016-09-08,1.74
2016-09-09,1.85
2016-09-12,1.86
2016-09-13,1.85
2016-09-14,1.89
2016-09-15,1.90
2016-09-16,1.88
2016-09-19,1.89
2016-09-20,1.85
2016-09-21,1.90
2016-09-22,1.79
2016-09-23,1.80
